,final_nav,nav_std,inventory_mean,inventory_std,inventory_abs_mean,client_fills,hedge_trades
hedging_dealer,375.82150000000115,108.46430694896821,0.05435457757593654,5.235745531291299,4.5445538505401855,43008.0,9137.0
pure_internalizer,4111.285400000065,1193.0616367520129,23.95553779262171,144.60493644039042,120.01563534167626,43008.0,0.0
